27.3 %
50.0 %
11 %
5.06 %
25.9 %
50.66 %
1.32 percent
39.8 %
8.96 %
22 percentage
3 percent
2.08 %
3.04 percent
0.32 percent
34.1 percent
7.94 %
4.37 %
2.19 %
425 percent
one percent
38.5 percent
77.7 percent
0.02 %
2.724 percent
20 %
13.04 %
32.93 %
362 %
4.06 percent
8.00 %
20.79 %
570 %
48 %
9.04 %
9.15 %
4.75 percent
13 percent
7.56 %
29 percent
10.2 %
2025 %
20.7 %
59.5 %
0.81 %
44.8 percent
125.1 %
29.21 %
453 %
9.11 %
66.4 %
66.9 percent
33.6 %
469 %
61 %
13 %
31.4 %
19.5 %
68.7 %
16.81 percent
10.4 percent
18 percentage
14.19 %
0.59 %
4.03 %
2.292 %
78.8 percent
132 percent
0.51 %
23.8 %
63.0 percent
1.7 percentage
0.20 percentage
5.10 percent
twenty-two percent
3.14 %
0.54 percentage
0.97 percent
20.1 percent
4.18 %
0.9 percentage
23.7 percent
.53 %
10.61 percent
13.2 percentage
0.29 percentage
4000 percent
38 percent
61.8 %
4.33 percent
5.05 %
0.10 %
27.2 %
42.5 %
15.6 percent
3.059 %
2.433 percent
1.22 %
26.1 %
20.7 percent
25.6 %
6.82 percent
8.66 percent
0.54 percent
19.7 %
36.9 percent
81.0 %
2.4 %
30.4 percent
51.1 %
36.7 percent
14.0 percent
58.5 %
3.66 %
85.5 %
85.8 %
9.03 %
2.35 percent
74.8 percent
5.95 %
2.70 percent
4.29 percent
3.97 %
59.6 percent
20.50 %
5.73 %
1.79 %
0.19 %
1.68 percent
30 percent
7.11 percent
645 %
1.86 %
2.377 percent
5.7 percentage
13.1 %
3.0 percent
54.8 percent
26.6 percent
1.59 %
2.01 %
5.89 percent
50.3 percent
0.09 %
172 %
140 percent
6.83 percent
892 percent
5.43 %
19.4 %
7.72 %
54 %
31.8 %
42.2 %
20.0 %
4.27 percent
325 %
340 percent
3.61 %
1.75 %
43.3 percent
32 percent
65.2 %
88.1 %
19.8 percent
54.2 percent
83.9 percent
10 percentage
0.11 percentage
6.66 %
5.7360 %
3.4 %
850 %
29.7 percent
1.59 percent
4.58 %
70 %
7.7 %
6.00 percent
9.48 %
57.95 %
97 %
60.71 %
1.00 percent
.46 %
16.7 %
37.0 %
6.25 %
8.75 percent
.72 %
835 %
19.96 percent
1.54 %
18.3 percent
.6 %
4.29 %
880 %
9.7 %
33.3 %
66.7 percent
15.89 %
39.2 %
.08 %
31.6 %
4.63 percent
74.5 percent
12.85 %
2.66 percent
4.7 percent
8.48 %
8.1 percent
95.3 %
1.09 %
85 %
73 %
14.35 %
2.20 percent
28.3 %
50.2 percent
3.64 percent
10.8 percent
32.6 percent
28.6 %
2.91 %
917 %
69.9 %
9.5 %
2.4413 %
7.7 percentage
4.50 %
14.6 %
30.05 %
8 percentage
2.86 %
3.11 percent
6.35 %
8.9 percentage
3.41 percent
76 percent
74.3 %
57.2 %
7.25 %
4.4 percent
12.7 percent
43.3 %
2.78 %
11.62 %
148.8 %
120 percent
163.9 percent
24.3 %
72.6 percent
41.54 percent
28.1 percent
4.89 %
0.18 %
2.16 %
5.75 %
.2 %
11.6 percent
8.48 percent
2.47 %
19 %
28.37 %
9.98 %
5.9 percent
3.50 %
165.4 %
98.5 percent
17.79 percent
1.76 percent
0.44 percent
9.8 %
3.5 percent
8.3 %
0.43 percent
1.24 %
19.1 percent
190 %
0.54 %
49.5 percent
108 percent
51.6 %
30.9 percent
76.8 %
441 %
3.249 percent
4.6 percentage
1.99 %
54.2 %
3.4 percentage
95.8 percent
6.3 percent
3.57 %
59.7 %
7.5 %
5.2 %
5.5 %
6.57 %
67.2 percent
1987 %
16.1 %
21.0 percent
4.58 percent
2.34 percent
7.54 %
132.3 %
56.2 %
20.97 percent
10.28 %
28.3 percent
99.4 percent
122 %
1.40 %
5.03 %
1.95 percent
ten percentage
61.4 percent
1.19 %
262.1 %
27.5 %
4.54 %
2.43 percent
2.93 %
1.18 %
4.12 %
17.74 %
22.1 %
1.082 %
19.74 %
7.10 %
49.5 %
51.7 %
53.7 %
3.3 percent
346 percent
3.98 %
125.9 %
4.00 %
0.53 percent
4.21 %
50.8 percent
12.0 %
32 percentage
11.38 percent
10.39 %
47.7 %
15.1 %
0.03 percent
11.19 percent
30.8 %
22.8 percent
0.25 %
49.6 %
12.8 percent
1.47 percent
141 %
0.1 percent
4.26 %
73.33 %
81.1 %
68 %
1.76 percentage
6.11 percent
201 percent
0.27 %
3.71 percentage
1.35 %
73.3 percent
4.42 percent
189 percent
18.0 percent
11.8 percent
2.07 %
0.48 percent
.4 %
0.32 %
0.6 %
2.05 percent
2.90 %
1.375 percent
77.3 %
2.8 percentage
21.15 percent
4.09 %
1.16 percentage
27.6 percent
0.52 %
81.5 percent
71.24 %
78.3 percent
45.7 %
4.20 percent
13.10 %
0.07 percent
0.0000009 %
24.9 %
98.3 %
3.6 percentage
5.8 percent
17 percent
4.7 %
41.1 %
3.34 %
0.55 percentage
36.2 %
11.25 percent
184.56 percent
56.7 percent
60.8 percent
0.17 %
0.3 percent
13.9 percent
0.63 percent
1.32 %
35.5 %
13.27 percent
0.08 percent
58.8 %
14.1 %
79.9 %
00.25 %
35.0 %
2.71 %
3.54 %
20.9 %
14.0 %
56.3 percent
7.38 %
20.6 %
30.5 %
11.1 percent
65.0 %
7.3940 %
76.2 %
7.18 %
204 %
3.50 percent
22.3 %
9.96 percent
15.21 %
207 %
0.315 percent
38.3 %
248 percent
5.44 percent
0.66 %
0.8 percent
70.6 percent
0.25 percentage
36.9 %
28.9 percent
29.7 %
1.07 %
47.5 %
2.64 %
9.59 %
7.112 %
7.7 percent
6.9 %
0.90 %
125 %
28.5 percent
0.43 %
5.2 percentage
5.3 percent
50.6 percent
0.718 %
15.6 %
33.55 %
103 %
4.89 percent
63.6 %
2.0 percentage
12.11 percent
504 %
9.55 %
4.15 %
1.99 percent
2013 percent
124 percent
10.9 %
72.6 %
133.4 percent
43.5 percent
220 %
462 %
63.8 percent
118 percent
89.1 percent
21.4 %
.60 %
15.85 %
146.4 %
377 %
2.59 %
six percentage
68.6 %
9.75 %
2.4716 %
22.8 %
46.4 percent
0.22 %
5.64 %
2.03 %
8.2 %
4.8 percent
14.3 percent
40.8 percent
3.69 percent
13.73 %
19.8 %
71.8 %
18.1 %
1500 %
27 %
12.39 %
3.6 %
31.97 percent
7.44 %
59 %
3.3 %
63.2 %
398 %
1.22 percent
4.25 percent
20.1 %
92 %
101 %
50.7 percent
46.9 %
0.62 %
78.0 %
37.59 percent
3.58 %
22.62 %
7.86 %
0.169 percent
74.7 %
261.8 %
.8 %
45.84 percent
1.88 percent
35.8 %
17.6 percent
55.5 percent
78.5 percent
1.55 %
83.2 %
35.3 %
12.40 %
75 percent
20 percentage
7.3 percent
81.4 %
171 %
93.9 %
60.5 percent
11.82 percent
3.440 %
8.36 %
24.1 %
49.07 %
13.28 percentage
9.06 %
54 percent
37.31 %
5.25 percent
59 percent
13.79 %
1.57 percent
8.21 percent
34.5 %
0.01 percent
525 %
32.1 %
1.275 percent
518 %
17.5 percent
5.2 percent
4.73 percent
3.84 percent
80.9 %
59.78 %
37.8 percent
45.9 %
0.825 %
245 percent
10.74 %
145 %
18.11 percent
7.19 percent
39.2 percent
254 %
3.2 %
46.1 %
2.422 percent
2.09 percent
seven percent
4.55 %
28.7 %
49.9 %
83 %
130 %
